payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,recovery_probability
UPI,INVALID_ACCOUNT,39061,4,5,0.2,0,1,0,0.01
NETBANKING,NETWORK_ERROR,24853,3,2,0.04,22,1,0,0.5294961923161904
UPI,ACCOUNT_BLOCKED,45750,4,2,0.32,6,1,1,0.01
CARD,BANK_TIMEOUT,24564,1,0,0.1,17,0,0,0.7590414954573879
UPI,BANK_TIMEOUT,17405,2,3,0.22,13,0,0,0.6143297122968435
CARD,CARD_DECLINED,29806,1,4,0.38,7,1,0,0.12465650065363028
NETBANKING,INVALID_CARD,37791,1,3,0.25,8,0,0,0.01
NETBANKING,CARD_DECLINED,40317,4,2,0.44,11,0,0,0.04911581524568245
CARD,INVALID_ACCOUNT,49161,4,1,0.42,3,1,1,0.04882659837346225
UPI,INVALID_CARD,36328,1,0,0.38,8,0,0,0.012506687571936119
UPI,ACCOUNT_BLOCKED,33122,1,4,0.25,17,1,1,0.02518995743052132
CARD,INVALID_ACCOUNT,14678,2,1,0.21,15,1,0,0.04294000942339666
UPI,INSUFFICIENT_FUNDS,47119,1,4,0.02,3,1,0,0.11926510845564652
NETBANKING,INVALID_CARD,1619,2,4,0.07,4,1,1,0.03875243065272178
UPI,CARD_DECLINED,4544,2,1,0.45,19,0,1,0.22002102469043822
UPI,BANK_TIMEOUT,17698,3,0,0.02,22,1,1,0.6779704783894317
UPI,GATEWAY_TIMEOUT,17842,3,1,0.42,20,0,0,0.6401384154876479
NETBANKING,ACCOUNT_BLOCKED,20387,1,5,0.46,4,1,1,0.01
NETBANKING,INVALID_ACCOUNT,31207,2,5,0.2,8,1,0,0.01
CARD,NETWORK_ERROR,32606,3,1,0.1,0,1,0,0.567239134325993
UPI,NETWORK_ERROR,35068,1,0,0.1,12,1,0,0.7487542269985992
UPI,BANK_TIMEOUT,31222,1,1,0.28,14,0,0,0.755425011582648
UPI,BANK_TIMEOUT,2183,3,1,0.2,13,0,0,0.6571241239908271
UPI,INVALID_CARD,35732,1,0,0.18,15,1,0,0.01
CARD,INSUFFICIENT_FUNDS,9049,3,4,0.48,0,1,0,0.021533593730240413
UPI,INSUFFICIENT_FUNDS,49424,1,5,0.23,5,0,0,0.06741938568691601
CARD,ACCOUNT_BLOCKED,2803,4,0,0.33,15,0,0,0.01
CARD,FRAUD_SUSPECTED,46626,3,5,0.21,3,1,0,0.01694794220267524
NETBANKING,NETWORK_ERROR,31161,1,3,0.14,7,1,0,0.6843250386851808
UPI,INSUFFICIENT_FUNDS,49879,3,2,0.43,4,0,1,0.08142246891024926
NETBANKING,INVALID_CARD,1109,2,2,0.1,18,1,0,0.01
NETBANKING,BANK_TIMEOUT,38329,3,2,0.37,14,1,0,0.5305827622540473
UPI,INSUFFICIENT_FUNDS,44297,2,3,0.32,11,1,0,0.04046493020873459
UPI,EXPIRED_CARD,26902,1,5,0.24,9,0,0,0.01
CARD,FRAUD_SUSPECTED,38395,3,0,0.2,4,0,0,0.017497246315639342
UPI,FRAUD_SUSPECTED,35294,1,1,0.4,17,1,1,0.0332506831039863
NETBANKING,INVALID_CARD,16831,4,4,0.22,16,1,0,0.01
CARD,BANK_TIMEOUT,733,3,2,0.23,0,0,1,0.6990864376853028
NETBANKING,NETWORK_ERROR,37098,1,4,0.03,9,0,0,0.6407183218455133
UPI,BANK_TIMEOUT,26554,2,3,0.31,23,0,0,0.6275423050269747
UPI,CARD_DECLINED,35511,3,4,0.22,14,0,0,0.01
NETBANKING,INVALID_ACCOUNT,26984,3,2,0.22,4,0,0,0.01
UPI,INSUFFICIENT_FUNDS,48824,4,5,0.47,4,0,1,0.050266237652937674
UPI,INSUFFICIENT_FUNDS,49996,2,0,0.04,0,1,0,0.21532794413841577
NETBANKING,INVALID_CARD,29816,2,4,0.06,0,0,0,0.01
UPI,INVALID_CARD,273,1,4,0.48,2,1,0,0.04203999790183973
UPI,EXPIRED_CARD,13308,4,5,0.42,21,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,19774,1,4,0.22,8,1,0,0.01
UPI,ACCOUNT_BLOCKED,38732,3,5,0.12,13,0,0,0.03230125206338811
UPI,EXPIRED_CARD,5505,1,4,0.44,10,0,1,0.029430288120461924
CARD,INVALID_ACCOUNT,9374,3,1,0.49,6,1,0,0.01
UPI,FRAUD_SUSPECTED,15774,3,3,0.21,14,1,1,0.05434496430661837
NETBANKING,ACCOUNT_BLOCKED,16509,3,4,0.45,8,1,1,0.01
NETBANKING,BANK_TIMEOUT,6358,1,4,0.08,20,0,0,0.6926339968517357
NETBANKING,NETWORK_ERROR,45235,2,1,0.33,16,1,1,0.7238145981439416
UPI,INVALID_CARD,9323,1,4,0.18,2,1,1,0.028882717434139303
UPI,EXPIRED_CARD,15002,3,5,0.49,13,1,0,0.05510349700641045
UPI,FRAUD_SUSPECTED,29881,1,0,0.15,5,0,0,0.015166046843841296
CARD,NETWORK_ERROR,36076,1,5,0.22,2,0,1,0.6325951568815565
UPI,CARD_DECLINED,43718,4,0,0.44,1,1,0,0.01790632675244013
CARD,INVALID_CARD,26864,1,0,0.05,17,0,0,0.06082812345524573
UPI,NETWORK_ERROR,47509,2,1,0.49,4,1,0,0.5960847483348631
UPI,BANK_TIMEOUT,43017,3,4,0.36,0,1,1,0.5275226200159119
CARD,INSUFFICIENT_FUNDS,47974,3,2,0.2,1,1,0,0.09938336532140266
CARD,INVALID_CARD,14436,3,3,0.41,0,0,0,0.01
UPI,FRAUD_SUSPECTED,32816,2,5,0.16,4,1,0,0.01
CARD,NETWORK_ERROR,32289,4,4,0.09,10,0,0,0.5236050158283467
NETBANKING,GATEWAY_TIMEOUT,25936,4,0,0.26,13,1,1,0.6571882312139794
CARD,GATEWAY_TIMEOUT,8621,3,0,0.48,19,1,1,0.7072301236583126
CARD,INVALID_ACCOUNT,17766,3,3,0.24,2,0,0,0.02391119450903944
CARD,BANK_TIMEOUT,2492,4,0,0.41,9,1,1,0.6763554314267445
UPI,INSUFFICIENT_FUNDS,20626,3,1,0.16,9,1,1,0.14876837542083882
UPI,GATEWAY_TIMEOUT,5793,3,5,0.22,8,1,0,0.4836917204385831
NETBANKING,GATEWAY_TIMEOUT,1226,4,5,0.35,9,0,0,0.42510753487838854
NETBANKING,ACCOUNT_BLOCKED,32413,2,4,0.28,16,0,1,0.01
NETBANKING,INVALID_CARD,15402,3,1,0.18,18,1,0,0.03240156536159879
NETBANKING,INVALID_ACCOUNT,18268,4,4,0.02,12,1,1,0.04661713434318563
UPI,FRAUD_SUSPECTED,6544,1,0,0.1,5,1,1,0.02960733209290468
NETBANKING,CARD_DECLINED,5491,2,1,0.43,3,1,0,0.1280955357635772
NETBANKING,INVALID_ACCOUNT,27879,1,1,0.25,3,1,0,0.058745428814332305
UPI,GATEWAY_TIMEOUT,4194,2,0,0.3,17,0,0,0.6789465445336608
CARD,BANK_TIMEOUT,965,2,2,0.46,15,0,0,0.6046937823818715
NETBANKING,EXPIRED_CARD,49090,1,4,0.41,20,1,0,0.03806742843182013
UPI,INVALID_CARD,10296,3,5,0.36,1,1,0,0.018183441793929174
CARD,EXPIRED_CARD,34433,3,2,0.46,20,0,0,0.01
CARD,FRAUD_SUSPECTED,14744,3,4,0.09,3,0,1,0.0522623978305368
NETBANKING,INVALID_ACCOUNT,44402,4,4,0.37,15,0,1,0.019874430120328662
UPI,INSUFFICIENT_FUNDS,30767,1,3,0.06,0,0,1,0.27159479599802905
UPI,GATEWAY_TIMEOUT,13390,4,2,0.25,3,0,1,0.5988848001044252
UPI,BANK_TIMEOUT,29421,4,4,0.43,0,0,1,0.5117029882780644
NETBANKING,INVALID_ACCOUNT,24108,3,3,0.43,16,0,0,0.01
CARD,CARD_DECLINED,12824,2,1,0.44,5,0,0,0.16507030715426818
UPI,INVALID_CARD,39583,4,4,0.18,14,1,1,0.026638179475188116
UPI,INVALID_CARD,29098,3,0,0.22,22,0,0,0.017806418724137886
CARD,GATEWAY_TIMEOUT,5961,3,0,0.37,13,1,0,0.6218395190780607
UPI,EXPIRED_CARD,732,2,1,0.19,20,1,0,0.01
UPI,NETWORK_ERROR,40732,2,4,0.08,17,1,0,0.5340390647825487
UPI,CARD_DECLINED,7121,4,4,0.41,2,0,1,0.07481516536223373
UPI,GATEWAY_TIMEOUT,6714,3,0,0.19,23,1,1,0.7208285887321842
CARD,INSUFFICIENT_FUNDS,15244,3,1,0.16,2,0,0,0.13658516342720092
UPI,CARD_DECLINED,32780,4,2,0.39,4,1,1,0.07655227291521143
UPI,FRAUD_SUSPECTED,31063,2,4,0.18,23,0,0,0.014600865967890923
UPI,EXPIRED_CARD,32388,3,0,0.08,18,1,1,0.010668965353416186
CARD,FRAUD_SUSPECTED,17112,2,3,0.43,20,0,1,0.01
NETBANKING,INVALID_CARD,1336,2,2,0.4,13,1,1,0.01
CARD,EXPIRED_CARD,9363,1,2,0.04,3,0,1,0.056357420341034345
NETBANKING,EXPIRED_CARD,8128,3,3,0.4,20,1,0,0.01
NETBANKING,BANK_TIMEOUT,14289,1,3,0.17,7,0,0,0.7318667273836588
CARD,NETWORK_ERROR,19873,3,5,0.23,5,1,0,0.4631997650285233
UPI,FRAUD_SUSPECTED,17110,4,5,0.27,4,1,0,0.015500053253914714
CARD,BANK_TIMEOUT,29505,4,3,0.13,0,1,1,0.5553192642084319
UPI,EXPIRED_CARD,4530,2,2,0.11,17,1,1,0.01
UPI,FRAUD_SUSPECTED,39666,2,1,0.45,13,1,0,0.01
NETBANKING,BANK_TIMEOUT,17352,4,4,0.34,5,0,1,0.5740172097463283
UPI,CARD_DECLINED,494,3,0,0.35,19,0,1,0.18500147966869954
CARD,NETWORK_ERROR,21554,4,3,0.48,0,1,0,0.47018114642518577
NETBANKING,FRAUD_SUSPECTED,27067,4,0,0.37,16,1,1,0.031067994340509865
CARD,CARD_DECLINED,10506,4,0,0.3,0,0,1,0.13471625778457386
UPI,EXPIRED_CARD,13866,4,5,0.42,14,0,0,0.01
UPI,GATEWAY_TIMEOUT,42270,2,3,0.06,2,1,1,0.6591248826734776
CARD,INVALID_CARD,39863,1,3,0.06,5,0,1,0.01
NETBANKING,FRAUD_SUSPECTED,7572,3,2,0.42,12,0,0,0.01
UPI,INVALID_CARD,38018,1,1,0.3,5,0,0,0.04984887687875543
NETBANKING,INVALID_CARD,37366,1,0,0.5,8,0,1,0.04686376236040568
UPI,BANK_TIMEOUT,27776,1,0,0.23,0,0,0,0.7370062113432966
UPI,EXPIRED_CARD,2678,3,5,0.02,1,1,0,0.01
CARD,EXPIRED_CARD,12128,3,2,0.19,7,0,1,0.01
CARD,EXPIRED_CARD,28492,2,4,0.01,7,0,1,0.03562320823194686
CARD,CARD_DECLINED,4088,2,2,0.31,19,1,0,0.14888808185132082
UPI,ACCOUNT_BLOCKED,14836,2,3,0.35,15,0,0,0.01
NETBANKING,NETWORK_ERROR,25502,2,2,0.33,9,1,0,0.559543864421878
CARD,INVALID_CARD,29759,4,5,0.17,5,1,0,0.015296476665527572
CARD,FRAUD_SUSPECTED,13561,4,2,0.32,20,1,0,0.01
UPI,INVALID_ACCOUNT,35891,4,2,0.41,13,1,1,0.03535373524783795
UPI,GATEWAY_TIMEOUT,3022,1,5,0.36,3,0,0,0.5805903949634513
UPI,FRAUD_SUSPECTED,19714,2,4,0.03,8,0,0,0.01
UPI,FRAUD_SUSPECTED,12710,2,1,0.09,5,0,1,0.01
UPI,FRAUD_SUSPECTED,42827,3,2,0.43,1,0,0,0.0589310580027436
CARD,FRAUD_SUSPECTED,47149,1,1,0.43,18,1,0,0.022378163034946504
UPI,INSUFFICIENT_FUNDS,10730,3,1,0.2,5,1,0,0.07072424621272516
NETBANKING,BANK_TIMEOUT,22829,2,0,0.07,8,1,0,0.6491692298052488
NETBANKING,BANK_TIMEOUT,29219,3,4,0.2,19,0,0,0.4917904395927809
UPI,EXPIRED_CARD,26411,2,0,0.25,9,1,1,0.01
UPI,INVALID_CARD,12044,3,5,0.06,6,1,1,0.02221341191678023
UPI,ACCOUNT_BLOCKED,8779,2,3,0.23,22,0,0,0.01
UPI,INVALID_CARD,8495,4,2,0.24,4,1,1,0.01
UPI,BANK_TIMEOUT,40785,4,0,0.23,7,0,0,0.6041081896074798
UPI,INVALID_ACCOUNT,17701,3,1,0.14,6,0,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,21849,3,0,0.17,8,0,0,0.11303675131640335
NETBANKING,NETWORK_ERROR,19728,2,5,0.42,16,1,1,0.6197325396770832
CARD,GATEWAY_TIMEOUT,17200,4,4,0.49,11,1,0,0.41633254233803446
UPI,INVALID_ACCOUNT,35833,2,5,0.41,20,1,0,0.019070076182732494
NETBANKING,BANK_TIMEOUT,19925,4,3,0.03,15,1,0,0.5731642415888382
UPI,GATEWAY_TIMEOUT,38694,4,2,0.06,19,0,0,0.5380293306613488
NETBANKING,INVALID_ACCOUNT,43715,3,3,0.14,16,1,1,0.0335240888053862
NETBANKING,INSUFFICIENT_FUNDS,48519,2,2,0.35,22,1,0,0.08545307918528922
UPI,BANK_TIMEOUT,48574,3,3,0.25,21,0,1,0.585514356437309
UPI,FRAUD_SUSPECTED,48407,3,0,0.4,12,0,0,0.01
CARD,BANK_TIMEOUT,49578,1,4,0.1,23,1,0,0.6356932958088242
CARD,EXPIRED_CARD,11378,4,1,0.3,8,0,0,0.01
UPI,GATEWAY_TIMEOUT,16201,3,0,0.15,18,0,0,0.7138061007957495
NETBANKING,INVALID_CARD,25948,2,5,0.23,4,1,1,0.01
CARD,BANK_TIMEOUT,38157,3,3,0.11,2,1,1,0.6037015907163458
UPI,INSUFFICIENT_FUNDS,40373,1,0,0.37,2,0,0,0.22007355392203892
UPI,INVALID_ACCOUNT,40679,2,1,0.09,14,0,0,0.05496377080074418
UPI,INVALID_CARD,479,1,3,0.48,16,0,1,0.010585353537705434
UPI,FRAUD_SUSPECTED,26312,3,3,0.06,21,1,0,0.01
CARD,GATEWAY_TIMEOUT,25719,3,1,0.36,22,1,0,0.5254725369009695
CARD,INSUFFICIENT_FUNDS,30445,2,1,0.14,2,1,1,0.21190347822503228
UPI,NETWORK_ERROR,13573,2,3,0.07,20,1,1,0.6942551296451341
CARD,CARD_DECLINED,9092,2,5,0.06,11,1,1,0.0756304203237542
NETBANKING,INSUFFICIENT_FUNDS,30231,2,3,0.24,12,1,1,0.1711021942646975
UPI,INVALID_CARD,45486,2,2,0.31,5,0,1,0.04799995066863811
UPI,EXPIRED_CARD,21582,3,0,0.26,14,0,0,0.04358934435712613
CARD,ACCOUNT_BLOCKED,40437,2,1,0.16,5,0,0,0.01
UPI,EXPIRED_CARD,20262,3,2,0.05,15,0,0,0.01
CARD,FRAUD_SUSPECTED,12969,4,4,0.14,18,0,0,0.01
CARD,INVALID_ACCOUNT,24330,2,3,0.42,4,1,0,0.01
CARD,GATEWAY_TIMEOUT,13066,4,5,0.36,2,0,0,0.4735620120606598
UPI,INVALID_ACCOUNT,22199,3,3,0.37,8,0,0,0.01
CARD,INSUFFICIENT_FUNDS,21155,1,0,0.29,7,1,0,0.18718502428528788
CARD,BANK_TIMEOUT,20070,4,5,0.32,23,0,1,0.46021289832563006
NETBANKING,INVALID_ACCOUNT,17265,3,1,0.23,12,1,0,0.014223220610947778
CARD,FRAUD_SUSPECTED,27339,3,3,0.43,4,1,0,0.01
UPI,FRAUD_SUSPECTED,43296,3,5,0.05,11,0,0,0.01
CARD,GATEWAY_TIMEOUT,37905,1,0,0.39,9,1,0,0.720750430773513
NETBANKING,INVALID_ACCOUNT,25335,1,2,0.49,11,1,1,0.01
UPI,INSUFFICIENT_FUNDS,46361,2,3,0.14,13,0,0,0.06870497753944843
CARD,EXPIRED_CARD,43738,2,0,0.41,15,0,0,0.01
UPI,INVALID_CARD,26990,4,4,0.32,2,0,1,0.010808524822475551
NETBANKING,INVALID_CARD,21667,2,4,0.38,21,0,1,0.01
UPI,ACCOUNT_BLOCKED,27278,2,2,0.34,5,1,1,0.01
CARD,FRAUD_SUSPECTED,1535,3,4,0.08,3,1,0,0.01
NETBANKING,INVALID_CARD,45985,1,4,0.43,21,1,0,0.01
UPI,GATEWAY_TIMEOUT,4110,1,3,0.38,18,0,1,0.6911657855685841
NETBANKING,ACCOUNT_BLOCKED,11720,1,5,0.5,17,0,1,0.01
UPI,INVALID_CARD,46134,3,1,0.39,7,1,0,0.01
UPI,INVALID_ACCOUNT,27814,3,4,0.14,12,1,0,0.01
NETBANKING,ACCOUNT_BLOCKED,35198,2,0,0.34,7,1,1,0.028708787850713048
NETBANKING,ACCOUNT_BLOCKED,45472,1,0,0.15,18,1,1,0.027678405488941002
CARD,ACCOUNT_BLOCKED,11872,1,4,0.18,17,1,0,0.01
CARD,ACCOUNT_BLOCKED,34866,2,2,0.12,16,1,0,0.041172306131052584
NETBANKING,GATEWAY_TIMEOUT,45564,1,3,0.37,3,1,1,0.6631997939199451
UPI,INVALID_CARD,41650,4,5,0.14,7,0,1,0.048302819166481374
NETBANKING,ACCOUNT_BLOCKED,49619,1,0,0.2,8,0,0,0.03285675719490103
UPI,EXPIRED_CARD,3139,1,3,0.04,19,0,1,0.06908107621844399
UPI,EXPIRED_CARD,3240,2,0,0.26,17,0,0,0.019426159470777228
CARD,GATEWAY_TIMEOUT,34748,2,4,0.47,17,0,1,0.6362923578464592
NETBANKING,FRAUD_SUSPECTED,49400,1,5,0.43,14,0,1,0.05514094707738377
UPI,EXPIRED_CARD,41475,3,0,0.05,17,0,1,0.0587059220614555
NETBANKING,NETWORK_ERROR,47235,4,0,0.09,15,1,1,0.5942431700941593
NETBANKING,BANK_TIMEOUT,34859,2,0,0.13,3,1,0,0.6905602628867402
UPI,INVALID_CARD,12854,3,2,0.14,10,1,0,0.024192502389164088
CARD,INVALID_ACCOUNT,44695,4,0,0.05,0,1,0,0.01
NETBANKING,FRAUD_SUSPECTED,14186,4,4,0.02,2,0,0,0.01
UPI,BANK_TIMEOUT,12069,3,4,0.23,22,0,0,0.568004486960711
NETBANKING,EXPIRED_CARD,150,2,2,0.13,10,0,1,0.01
CARD,INSUFFICIENT_FUNDS,45870,4,2,0.26,2,1,1,0.08188844625773307
CARD,BANK_TIMEOUT,16029,4,5,0.14,16,0,0,0.4712278172033118
NETBANKING,ACCOUNT_BLOCKED,29707,4,1,0.26,8,1,1,0.01
UPI,GATEWAY_TIMEOUT,15227,4,0,0.2,14,1,1,0.6585307173979954
UPI,FRAUD_SUSPECTED,38207,3,4,0.41,21,0,0,0.03484947148747571
CARD,GATEWAY_TIMEOUT,39738,4,1,0.09,13,0,0,0.5693831653125233
CARD,NETWORK_ERROR,29834,4,1,0.1,11,1,0,0.5587987705430486
NETBANKING,ACCOUNT_BLOCKED,48204,2,1,0.17,17,1,1,0.015597789224064252
CARD,EXPIRED_CARD,29652,2,2,0.46,13,0,1,0.01
CARD,INVALID_ACCOUNT,11415,1,4,0.47,8,0,0,0.01
NETBANKING,INVALID_ACCOUNT,48992,2,4,0.05,4,1,0,0.01
UPI,CARD_DECLINED,19596,1,5,0.49,22,1,1,0.0856794101894466
NETBANKING,NETWORK_ERROR,20085,2,0,0.44,23,0,0,0.6560518997894292
UPI,INSUFFICIENT_FUNDS,33954,4,2,0.08,20,1,0,0.01
NETBANKING,INVALID_ACCOUNT,28593,3,5,0.2,5,0,1,0.05085907117378453
CARD,ACCOUNT_BLOCKED,46592,2,0,0.26,7,1,0,0.01
CARD,INVALID_CARD,28156,1,4,0.47,17,1,0,0.0515373697412704
NETBANKING,INVALID_ACCOUNT,2325,3,3,0.27,0,0,1,0.02588817563987921
UPI,BANK_TIMEOUT,29497,4,3,0.06,16,1,1,0.5918170748653203
UPI,CARD_DECLINED,540,3,1,0.4,9,1,1,0.11205159776719001
UPI,FRAUD_SUSPECTED,14880,1,5,0.11,21,1,1,0.01
UPI,EXPIRED_CARD,32225,4,1,0.32,2,1,1,0.01
CARD,NETWORK_ERROR,49748,2,0,0.08,10,0,0,0.7135636410447055
UPI,INSUFFICIENT_FUNDS,30221,1,1,0.16,5,1,1,0.22150616732733586
CARD,CARD_DECLINED,36141,1,2,0.25,0,1,1,0.24160013685276416
UPI,FRAUD_SUSPECTED,4404,1,5,0.42,13,1,0,0.037739216206264185
NETBANKING,NETWORK_ERROR,30981,1,5,0.28,11,0,1,0.661507651954064
NETBANKING,GATEWAY_TIMEOUT,35372,3,0,0.14,12,0,1,0.6597039403654774
UPI,INVALID_ACCOUNT,23300,1,2,0.18,23,0,0,0.01
CARD,CARD_DECLINED,17876,4,5,0.19,19,0,1,0.01
CARD,EXPIRED_CARD,276,1,2,0.02,7,0,1,0.06989332179187868
CARD,NETWORK_ERROR,35461,3,0,0.5,7,0,0,0.5781434904070735
NETBANKING,BANK_TIMEOUT,44728,2,4,0.2,5,0,0,0.5813741518346568
NETBANKING,INVALID_ACCOUNT,26271,3,5,0.49,23,0,1,0.013417820141080684
UPI,GATEWAY_TIMEOUT,25773,3,1,0.31,10,0,1,0.6372484558910498
CARD,ACCOUNT_BLOCKED,13642,2,5,0.13,23,1,0,0.01
UPI,ACCOUNT_BLOCKED,30798,3,2,0.43,16,0,1,0.01
NETBANKING,ACCOUNT_BLOCKED,36694,4,0,0.3,1,0,0,0.01408513906530713
NETBANKING,CARD_DECLINED,14672,1,0,0.11,4,1,1,0.2690259975315991
CARD,INVALID_ACCOUNT,18166,3,4,0.03,5,1,0,0.01
UPI,NETWORK_ERROR,39028,4,0,0.15,14,0,0,0.5568089460682417
UPI,ACCOUNT_BLOCKED,30927,1,3,0.24,8,1,1,0.01
NETBANKING,BANK_TIMEOUT,34953,2,5,0.45,2,1,0,0.4739275455403338
NETBANKING,NETWORK_ERROR,40574,3,5,0.13,8,1,1,0.5573906495775923
CARD,GATEWAY_TIMEOUT,26802,2,1,0.17,18,1,0,0.6293302083552547
UPI,GATEWAY_TIMEOUT,49189,4,0,0.37,9,0,0,0.5703970296130789
NETBANKING,EXPIRED_CARD,489,2,3,0.26,1,1,0,0.01
UPI,INVALID_CARD,26039,2,3,0.42,11,0,0,0.03309340352632242
NETBANKING,NETWORK_ERROR,42500,4,2,0.42,19,0,0,0.5539581107023026
NETBANKING,BANK_TIMEOUT,38921,1,1,0.04,23,0,0,0.7003162394798074
UPI,BANK_TIMEOUT,39966,3,2,0.09,6,1,1,0.6278423699345372
NETBANKING,ACCOUNT_BLOCKED,24129,2,0,0.29,5,1,0,0.01
NETBANKING,INVALID_ACCOUNT,28305,1,1,0.43,14,1,1,0.06044447575157566
NETBANKING,FRAUD_SUSPECTED,16994,3,5,0.3,4,0,1,0.01
NETBANKING,ACCOUNT_BLOCKED,18549,3,2,0.12,2,0,0,0.023062170565917937
UPI,INVALID_ACCOUNT,39109,4,2,0.32,16,0,1,0.04863150241894099
CARD,FRAUD_SUSPECTED,26192,4,1,0.43,19,1,0,0.01
NETBANKING,EXPIRED_CARD,3529,3,5,0.21,0,0,1,0.01
CARD,GATEWAY_TIMEOUT,20389,4,0,0.23,9,1,0,0.5927769431334728
CARD,BANK_TIMEOUT,8690,2,2,0.4,2,1,1,0.6227173139683948
CARD,INSUFFICIENT_FUNDS,44723,1,0,0.23,21,0,1,0.2967050425477052
UPI,FRAUD_SUSPECTED,27837,1,2,0.27,18,0,1,0.01
CARD,CARD_DECLINED,5018,2,1,0.3,9,1,1,0.16566144042436415
CARD,CARD_DECLINED,48067,3,1,0.06,10,1,0,0.08593179050287748
CARD,NETWORK_ERROR,37630,1,5,0.47,20,1,1,0.6394423825916605
CARD,INVALID_CARD,38159,2,3,0.17,3,0,0,0.04811067962815548
NETBANKING,ACCOUNT_BLOCKED,32533,3,5,0.34,14,1,0,0.01
CARD,BANK_TIMEOUT,12272,2,5,0.35,15,0,1,0.5894360654469868
UPI,NETWORK_ERROR,37040,2,1,0.02,11,1,1,0.6821895505912705
UPI,GATEWAY_TIMEOUT,45333,4,1,0.4,4,0,1,0.5789095820926697
UPI,GATEWAY_TIMEOUT,36844,2,2,0.13,5,1,1,0.6546062062511678
NETBANKING,GATEWAY_TIMEOUT,17027,2,3,0.24,7,0,0,0.6580930051318686
CARD,GATEWAY_TIMEOUT,3162,2,1,0.35,0,0,1,0.7538739843603784
UPI,NETWORK_ERROR,27840,2,1,0.38,5,1,1,0.635830010751201
CARD,EXPIRED_CARD,43343,1,4,0.3,4,0,1,0.01
CARD,NETWORK_ERROR,21612,3,5,0.18,12,0,1,0.5343607455465329
NETBANKING,ACCOUNT_BLOCKED,40885,1,1,0.28,7,0,0,0.01
CARD,CARD_DECLINED,16212,2,5,0.09,13,0,0,0.09027631352052115
CARD,EXPIRED_CARD,14409,2,0,0.21,23,0,1,0.06918090883536622
CARD,EXPIRED_CARD,1953,4,0,0.11,11,0,0,0.01
UPI,FRAUD_SUSPECTED,40362,3,1,0.32,9,0,1,0.01
UPI,EXPIRED_CARD,46503,3,5,0.04,15,1,0,0.027539750522377913
CARD,EXPIRED_CARD,49816,3,4,0.09,14,1,0,0.01
UPI,INVALID_CARD,10579,1,0,0.13,12,0,1,0.15042927429597788
CARD,CARD_DECLINED,27076,1,2,0.29,8,1,1,0.21556888734266008
UPI,NETWORK_ERROR,34356,2,4,0.35,18,1,1,0.6192113547006665
NETBANKING,NETWORK_ERROR,16987,4,0,0.3,19,1,1,0.5914206043383297
CARD,ACCOUNT_BLOCKED,46119,2,1,0.41,13,1,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,38797,3,3,0.06,3,0,0,0.09005328907595866
UPI,FRAUD_SUSPECTED,40464,3,4,0.47,7,1,0,0.01
UPI,GATEWAY_TIMEOUT,44995,4,3,0.37,5,0,0,0.5246620428797442
NETBANKING,CARD_DECLINED,32717,3,1,0.42,20,0,1,0.13776916724080768
CARD,INVALID_ACCOUNT,45718,4,0,0.43,16,0,0,0.01
NETBANKING,INVALID_ACCOUNT,42628,4,0,0.17,17,1,0,0.01
UPI,INVALID_CARD,45813,1,5,0.11,23,1,1,0.01
CARD,ACCOUNT_BLOCKED,39386,3,3,0.02,21,1,1,0.028669852945076506
NETBANKING,CARD_DECLINED,37283,4,1,0.44,17,0,0,0.08163160421020944
CARD,GATEWAY_TIMEOUT,13294,4,0,0.03,17,0,0,0.6387180836824135
CARD,INVALID_CARD,8777,1,0,0.22,11,1,1,0.11643838207913002
CARD,CARD_DECLINED,21762,4,5,0.46,12,1,1,0.03516078781980949
CARD,EXPIRED_CARD,23172,1,1,0.13,13,1,0,0.01
CARD,INVALID_ACCOUNT,29355,3,4,0.4,13,0,1,0.028329335046924524
CARD,NETWORK_ERROR,27279,4,2,0.14,3,0,0,0.5851774112408517
CARD,CARD_DECLINED,4603,4,2,0.01,6,0,1,0.1802149343895991
CARD,BANK_TIMEOUT,33691,2,2,0.41,1,0,1,0.6209879854905094
UPI,INVALID_CARD,12813,1,4,0.16,8,0,0,0.011269454243024992
CARD,BANK_TIMEOUT,11461,1,5,0.17,1,0,0,0.6813119268780301
CARD,NETWORK_ERROR,14032,3,5,0.29,18,1,0,0.5233672500307873
CARD,ACCOUNT_BLOCKED,31871,4,1,0.42,10,0,1,0.01
CARD,INVALID_CARD,40037,3,4,0.02,10,0,1,0.01
CARD,EXPIRED_CARD,19705,1,4,0.17,20,0,1,0.03068305824610483
CARD,ACCOUNT_BLOCKED,41252,1,1,0.33,13,0,0,0.031722706121944826
CARD,CARD_DECLINED,9742,1,1,0.49,11,0,1,0.2730584518316139
NETBANKING,BANK_TIMEOUT,30813,2,2,0.09,7,0,1,0.7174987895338507
CARD,CARD_DECLINED,35003,4,3,0.19,11,0,1,0.017669368977461214
CARD,CARD_DECLINED,45105,2,1,0.01,16,0,1,0.2676707860539762
NETBANKING,INVALID_CARD,45734,3,0,0.29,5,0,0,0.01
