payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,failure_class
CARD,CARD_DECLINED,116,3,2,0.42,1,1,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,31374,3,5,0.03,22,0,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,37778,2,1,0.19,6,0,0,TRANSIENT
CARD,CARD_DECLINED,6237,1,4,0.12,0,0,1,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,30338,4,5,0.03,12,1,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,27493,1,3,0.49,4,1,1,TRANSIENT
UPI,CARD_DECLINED,1065,3,1,0.24,6,1,1,CUSTOMER_ACTION
CARD,NETWORK_ERROR,43290,2,1,0.34,6,0,1,TRANSIENT
NETBANKING,BANK_TIMEOUT,40550,3,2,0.36,13,1,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,22969,3,2,0.07,23,0,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,43254,4,4,0.19,13,0,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,19257,2,4,0.49,8,1,0,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,6659,4,0,0.5,15,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,11155,3,4,0.12,9,1,1,RISK
UPI,NETWORK_ERROR,14453,3,2,0.22,10,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,49963,1,1,0.19,9,1,0,RISK
CARD,EXPIRED_CARD,36761,1,2,0.35,5,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,892,1,4,0.18,16,1,1,RISK
UPI,INVALID_ACCOUNT,6088,4,5,0.15,10,0,0,PERMANENT
NETBANKING,CARD_DECLINED,5189,3,5,0.22,9,1,1,CUSTOMER_ACTION
UPI,NETWORK_ERROR,29958,3,2,0.11,1,1,1,TRANSIENT
CARD,GATEWAY_TIMEOUT,42818,3,3,0.14,13,1,0,TRANSIENT
CARD,EXPIRED_CARD,36371,1,2,0.33,22,0,1,PERMANENT
UPI,BANK_TIMEOUT,29775,4,5,0.09,3,0,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,29881,4,0,0.15,7,1,1,RISK
CARD,INVALID_CARD,2492,2,5,0.13,8,1,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,31756,4,5,0.11,12,1,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,12119,4,3,0.45,15,1,0,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,33397,4,2,0.12,10,0,1,TRANSIENT
NETBANKING,EXPIRED_CARD,27278,2,2,0.34,5,1,1,PERMANENT
CARD,GATEWAY_TIMEOUT,41891,3,0,0.42,20,1,0,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,29945,1,2,0.33,17,1,0,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,26781,4,1,0.1,1,0,1,PERMANENT
CARD,INSUFFICIENT_FUNDS,12660,2,4,0.42,2,0,1,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,27538,3,1,0.39,7,1,0,TRANSIENT
NETBANKING,INVALID_CARD,27814,3,4,0.14,12,1,0,PERMANENT
NETBANKING,BANK_TIMEOUT,45677,2,0,0.34,7,1,1,TRANSIENT
CARD,BANK_TIMEOUT,23613,4,3,0.02,12,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,230,3,2,0.5,16,0,1,RISK
NETBANKING,CARD_DECLINED,16179,1,5,0.08,22,0,1,CUSTOMER_ACTION
CARD,NETWORK_ERROR,32998,1,3,0.32,20,1,0,TRANSIENT
NETBANKING,NETWORK_ERROR,34683,1,0,0.2,8,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,29510,1,0,0.24,19,0,1,RISK
CARD,FRAUD_SUSPECTED,3240,2,0,0.26,17,0,0,RISK
CARD,EXPIRED_CARD,9944,2,4,0.47,17,0,1,PERMANENT
UPI,FRAUD_SUSPECTED,43387,1,3,0.08,16,1,0,RISK
UPI,INVALID_ACCOUNT,5032,4,4,0.01,18,0,1,PERMANENT
CARD,BANK_TIMEOUT,26717,4,1,0.02,1,0,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,3823,2,3,0.11,8,1,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,25101,2,5,0.13,16,1,0,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,48320,3,5,0.47,4,1,0,TRANSIENT
CARD,FRAUD_SUSPECTED,39203,1,4,0.05,4,0,1,RISK
UPI,FRAUD_SUSPECTED,12069,3,4,0.23,22,0,0,RISK
UPI,ACCOUNT_BLOCKED,8741,3,1,0.19,4,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,45870,4,2,0.26,2,1,1,RISK
UPI,FRAUD_SUSPECTED,26321,3,4,0.28,3,1,1,RISK
NETBANKING,EXPIRED_CARD,24311,3,5,0.21,4,0,0,PERMANENT
UPI,CARD_DECLINED,25079,4,3,0.31,19,1,1,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,38207,3,4,0.41,21,0,0,TRANSIENT
UPI,NETWORK_ERROR,39738,4,1,0.09,13,0,0,TRANSIENT
CARD,ACCOUNT_BLOCKED,4862,4,4,0.3,5,0,1,PERMANENT
NETBANKING,EXPIRED_CARD,48415,2,1,0.17,17,1,1,PERMANENT
CARD,ACCOUNT_BLOCKED,40136,2,2,0.46,13,0,1,PERMANENT
CARD,BANK_TIMEOUT,34518,2,0,0.27,8,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,34695,2,4,0.05,4,1,0,RISK
UPI,BANK_TIMEOUT,19078,3,0,0.33,21,1,1,TRANSIENT
CARD,INSUFFICIENT_FUNDS,48674,2,0,0.44,23,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,13477,4,2,0.08,20,1,0,RISK
NETBANKING,GATEWAY_TIMEOUT,35499,4,5,0.17,21,1,1,TRANSIENT
CARD,INSUFFICIENT_FUNDS,844,3,4,0.49,20,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,15312,1,4,0.47,13,1,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,37349,1,5,0.49,11,1,0,RISK
CARD,BANK_TIMEOUT,43280,3,1,0.32,0,1,1,TRANSIENT
NETBANKING,INVALID_CARD,28320,3,3,0.08,20,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,32261,3,0,0.36,10,0,0,RISK
NETBANKING,CARD_DECLINED,40645,3,3,0.06,1,1,1,CUSTOMER_ACTION
NETBANKING,EXPIRED_CARD,11212,1,3,0.5,11,0,0,PERMANENT
NETBANKING,INVALID_CARD,43566,2,0,0.08,10,0,0,PERMANENT
UPI,EXPIRED_CARD,30221,1,1,0.16,5,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,36141,1,2,0.25,0,1,1,RISK
CARD,INSUFFICIENT_FUNDS,4404,1,5,0.42,13,1,0,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,2335,3,0,0.25,7,0,1,TRANSIENT
CARD,NETWORK_ERROR,25234,2,2,0.03,2,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,48726,1,5,0.37,3,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,40676,4,5,0.19,19,0,1,RISK
CARD,GATEWAY_TIMEOUT,31085,1,0,0.15,18,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,7782,3,0,0.5,7,0,0,RISK
UPI,GATEWAY_TIMEOUT,44728,2,4,0.2,5,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,18364,1,5,0.23,17,0,0,RISK
UPI,INVALID_ACCOUNT,39951,3,0,0.49,12,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,15614,3,5,0.21,6,0,0,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,1454,1,3,0.25,16,1,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,47000,1,4,0.35,2,1,0,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,44713,2,3,0.2,3,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,10782,4,1,0.1,3,0,1,RISK
CARD,NETWORK_ERROR,44909,2,1,0.02,7,1,0,TRANSIENT
CARD,ACCOUNT_BLOCKED,23913,3,2,0.25,22,0,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,49298,1,2,0.2,2,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,25494,4,1,0.44,5,0,1,RISK
CARD,INVALID_CARD,15310,1,1,0.38,2,1,0,PERMANENT
CARD,CARD_DECLINED,36506,4,0,0.12,12,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,15599,1,3,0.2,13,0,1,RISK
NETBANKING,BANK_TIMEOUT,34893,1,5,0.32,8,0,0,TRANSIENT
NETBANKING,BANK_TIMEOUT,2970,1,1,0.04,23,0,0,TRANSIENT
UPI,CARD_DECLINED,1627,3,2,0.09,6,1,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,7447,2,3,0.03,19,1,0,PERMANENT
CARD,CARD_DECLINED,32409,3,5,0.17,8,0,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,36592,3,5,0.15,10,0,0,RISK
UPI,GATEWAY_TIMEOUT,41428,1,5,0.28,12,1,1,TRANSIENT
CARD,CARD_DECLINED,21738,4,3,0.09,5,1,0,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,32543,1,2,0.35,12,0,0,TRANSIENT
CARD,INVALID_CARD,9244,3,4,0.22,14,0,1,PERMANENT
CARD,EXPIRED_CARD,26714,1,1,0.11,2,1,1,PERMANENT
CARD,BANK_TIMEOUT,13144,1,0,0.23,21,0,1,TRANSIENT
CARD,INVALID_CARD,27837,1,2,0.27,18,0,1,PERMANENT
CARD,INSUFFICIENT_FUNDS,19906,1,1,0.13,10,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,24700,3,5,0.38,6,0,1,RISK
CARD,INVALID_CARD,47461,4,0,0.29,23,0,1,PERMANENT
NETBANKING,INVALID_ACCOUNT,26616,2,3,0.17,3,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,41204,4,3,0.28,0,1,1,RISK
UPI,BANK_TIMEOUT,48995,4,3,0.4,2,1,0,TRANSIENT
UPI,GATEWAY_TIMEOUT,37040,2,1,0.02,11,1,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,9514,4,1,0.4,4,0,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,12292,2,2,0.13,5,1,1,RISK
CARD,EXPIRED_CARD,10935,4,3,0.46,19,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,9056,2,5,0.1,18,0,1,RISK
CARD,BANK_TIMEOUT,40525,2,1,0.38,5,1,1,TRANSIENT
CARD,INSUFFICIENT_FUNDS,32516,1,4,0.3,4,0,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,21612,3,5,0.18,12,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,45301,1,1,0.28,7,0,0,RISK
CARD,GATEWAY_TIMEOUT,18734,2,1,0.34,5,1,0,TRANSIENT
CARD,CARD_DECLINED,30734,4,1,0.11,2,1,0,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,47948,4,0,0.46,14,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,24902,1,2,0.31,5,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,2563,4,5,0.16,1,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,42567,4,3,0.39,11,0,1,RISK
UPI,ACCOUNT_BLOCKED,24430,1,3,0.42,0,0,0,PERMANENT
NETBANKING,EXPIRED_CARD,43508,3,5,0.43,12,1,1,PERMANENT
NETBANKING,NETWORK_ERROR,29448,3,2,0.3,20,0,0,TRANSIENT
NETBANKING,CARD_DECLINED,37738,3,4,0.4,8,1,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,18587,2,1,0.41,13,1,0,RISK
NETBANKING,INSUFFICIENT_FUNDS,14677,3,3,0.06,3,0,0,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,18995,3,1,0.13,0,0,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,45910,2,1,0.46,18,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,10691,3,3,0.36,23,1,0,RISK
UPI,INSUFFICIENT_FUNDS,29607,4,0,0.17,17,1,0,CUSTOMER_ACTION
CARD,INVALID_CARD,45813,1,5,0.11,23,1,1,PERMANENT
CARD,INVALID_ACCOUNT,49094,3,3,0.02,21,1,1,PERMANENT
NETBANKING,INVALID_ACCOUNT,25450,2,5,0.28,0,1,0,PERMANENT
UPI,CARD_DECLINED,3422,1,4,0.44,13,0,1,CUSTOMER_ACTION
UPI,EXPIRED_CARD,6585,4,2,0.18,10,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,43714,4,2,0.17,11,1,1,RISK
CARD,BANK_TIMEOUT,30918,4,2,0.01,1,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,8802,3,5,0.04,2,1,1,RISK
CARD,FRAUD_SUSPECTED,7080,2,1,0.45,9,1,0,RISK
UPI,INVALID_ACCOUNT,9518,2,1,0.27,17,1,0,PERMANENT
CARD,CARD_DECLINED,2845,1,3,0.02,7,1,0,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,17649,2,1,0.26,13,0,0,TRANSIENT
CARD,GATEWAY_TIMEOUT,48027,1,4,0.31,17,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,17736,1,4,0.39,20,0,1,RISK
UPI,ACCOUNT_BLOCKED,17974,3,1,0.28,3,0,1,PERMANENT
NETBANKING,INVALID_ACCOUNT,963,3,2,0.46,14,0,1,PERMANENT
CARD,ACCOUNT_BLOCKED,33486,1,4,0.17,20,0,1,PERMANENT
NETBANKING,NETWORK_ERROR,41252,1,1,0.33,13,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,42742,1,1,0.49,11,0,1,RISK
CARD,FRAUD_SUSPECTED,12631,3,1,0.03,3,1,1,RISK
NETBANKING,INVALID_ACCOUNT,28725,4,2,0.31,3,1,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,34354,2,1,0.01,16,0,1,PERMANENT
UPI,INVALID_ACCOUNT,37491,4,1,0.13,7,0,1,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,23731,4,5,0.32,8,0,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,33939,2,0,0.43,14,0,0,PERMANENT
UPI,ACCOUNT_BLOCKED,38789,2,5,0.48,21,0,1,PERMANENT
UPI,GATEWAY_TIMEOUT,30819,2,2,0.39,12,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,36063,1,3,0.46,7,0,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,31148,1,3,0.32,18,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,44619,1,0,0.36,13,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,36288,3,3,0.49,18,1,1,PERMANENT
CARD,GATEWAY_TIMEOUT,27672,4,2,0.16,18,0,0,TRANSIENT
CARD,EXPIRED_CARD,33797,1,2,0.3,10,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,39980,4,1,0.21,17,0,1,RISK
UPI,ACCOUNT_BLOCKED,34514,1,1,0.48,21,1,1,PERMANENT
UPI,BANK_TIMEOUT,39007,4,5,0.06,3,0,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,6638,2,4,0.33,17,1,0,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,32111,1,3,0.2,19,0,0,CUSTOMER_ACTION
NETBANKING,NETWORK_ERROR,8747,2,3,0.39,18,0,1,TRANSIENT
CARD,INSUFFICIENT_FUNDS,46397,4,5,0.16,14,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,32267,3,3,0.26,13,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,29335,1,3,0.23,23,0,0,RISK
CARD,INSUFFICIENT_FUNDS,21679,3,5,0.03,10,1,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,6235,4,4,0.31,23,0,1,RISK
UPI,FRAUD_SUSPECTED,20493,3,4,0.27,3,0,1,RISK
CARD,NETWORK_ERROR,3468,1,1,0.47,20,1,0,TRANSIENT
NETBANKING,CARD_DECLINED,29195,1,2,0.32,12,0,0,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,29355,1,1,0.12,9,1,1,PERMANENT
CARD,INVALID_ACCOUNT,27101,4,4,0.41,0,0,1,PERMANENT
UPI,INVALID_ACCOUNT,4451,4,1,0.47,19,1,1,PERMANENT
NETBANKING,CARD_DECLINED,43478,2,0,0.18,15,1,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,28882,2,0,0.26,17,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,36748,3,5,0.33,20,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,6029,4,5,0.19,17,1,1,CUSTOMER_ACTION
CARD,CARD_DECLINED,1670,4,1,0.16,12,1,1,CUSTOMER_ACTION
NETBANKING,EXPIRED_CARD,8117,3,5,0.32,11,1,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,40061,1,3,0.04,0,1,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,33760,1,3,0.29,2,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,43854,4,3,0.35,1,1,0,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,1792,2,4,0.41,4,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,10032,4,5,0.18,23,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,12460,4,3,0.23,3,1,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,198,2,2,0.38,7,1,0,PERMANENT
UPI,BANK_TIMEOUT,8858,2,2,0.31,17,0,0,TRANSIENT
CARD,CARD_DECLINED,36389,2,3,0.25,19,0,0,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,4829,3,1,0.32,8,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,40521,2,1,0.13,11,0,1,RISK
CARD,FRAUD_SUSPECTED,28561,3,1,0.44,12,0,0,RISK
CARD,EXPIRED_CARD,49357,2,3,0.12,18,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,49771,2,5,0.1,21,1,1,RISK
CARD,FRAUD_SUSPECTED,39936,1,0,0.12,17,1,0,RISK
CARD,CARD_DECLINED,4264,2,2,0.39,21,1,1,CUSTOMER_ACTION
UPI,EXPIRED_CARD,35059,2,4,0.01,15,0,0,PERMANENT
CARD,NETWORK_ERROR,18187,4,5,0.37,2,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,23535,1,0,0.14,18,1,1,RISK
UPI,FRAUD_SUSPECTED,8882,1,2,0.02,10,1,0,RISK
NETBANKING,ACCOUNT_BLOCKED,28637,4,0,0.26,1,1,0,PERMANENT
NETBANKING,BANK_TIMEOUT,45759,4,1,0.05,6,0,1,TRANSIENT
CARD,BANK_TIMEOUT,15097,4,3,0.27,5,0,0,TRANSIENT
NETBANKING,INVALID_CARD,29991,1,0,0.31,12,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,49971,4,0,0.21,17,0,0,RISK
UPI,EXPIRED_CARD,47383,1,2,0.47,5,0,0,PERMANENT
UPI,INVALID_CARD,12203,2,0,0.1,16,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,21493,2,1,0.15,3,0,1,RISK
CARD,INSUFFICIENT_FUNDS,26894,4,0,0.06,2,1,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,26432,4,1,0.11,23,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,2548,1,2,0.12,18,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,24858,2,5,0.02,21,0,0,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,35108,3,1,0.12,3,0,0,TRANSIENT
UPI,CARD_DECLINED,33983,4,0,0.4,5,0,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,18666,3,1,0.12,5,1,1,RISK
CARD,FRAUD_SUSPECTED,426,2,2,0.3,13,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,3672,3,1,0.22,14,1,0,RISK
UPI,FRAUD_SUSPECTED,40852,4,1,0.18,2,1,0,RISK
CARD,ACCOUNT_BLOCKED,21891,1,2,0.25,12,0,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,27399,4,2,0.06,15,1,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,45842,3,1,0.15,14,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_ACCOUNT,15391,3,1,0.28,22,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,19081,2,5,0.38,12,1,0,RISK
CARD,FRAUD_SUSPECTED,31217,1,1,0.32,20,1,0,RISK
CARD,CARD_DECLINED,14026,3,3,0.28,16,1,0,CUSTOMER_ACTION
UPI,NETWORK_ERROR,25875,2,2,0.29,18,0,0,TRANSIENT
CARD,INVALID_CARD,14819,1,0,0.2,16,0,1,PERMANENT
UPI,BANK_TIMEOUT,1615,4,1,0.24,12,0,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,18048,4,3,0.48,22,0,0,CUSTOMER_ACTION
NETBANKING,INVALID_ACCOUNT,13731,1,1,0.49,9,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,12154,3,5,0.15,4,0,1,RISK
CARD,FRAUD_SUSPECTED,13542,2,4,0.06,4,1,0,RISK
NETBANKING,CARD_DECLINED,17287,1,5,0.06,20,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,40759,4,3,0.49,0,1,0,RISK
UPI,CARD_DECLINED,39426,1,0,0.06,12,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,26403,2,4,0.3,23,0,0,RISK
UPI,INSUFFICIENT_FUNDS,17937,3,1,0.24,21,1,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,6679,3,0,0.41,17,1,0,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,32450,2,0,0.05,8,0,0,TRANSIENT
CARD,INVALID_CARD,38002,1,0,0.03,9,0,0,PERMANENT
CARD,CARD_DECLINED,7903,4,4,0.5,23,0,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,8094,2,2,0.26,23,1,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,13831,3,1,0.05,1,1,0,RISK
UPI,INVALID_CARD,35721,4,0,0.05,15,0,0,PERMANENT
UPI,INVALID_CARD,8962,1,4,0.34,0,0,1,PERMANENT
UPI,INVALID_CARD,34228,1,2,0.06,4,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,45791,1,4,0.11,13,1,1,RISK
CARD,ACCOUNT_BLOCKED,28195,2,4,0.05,17,0,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,7387,4,0,0.39,9,0,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,18709,1,0,0.36,2,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,39212,4,5,0.1,2,1,1,RISK
UPI,FRAUD_SUSPECTED,21279,2,5,0.25,9,0,0,RISK
CARD,CARD_DECLINED,31987,1,5,0.24,17,1,1,CUSTOMER_ACTION
NETBANKING,ACCOUNT_BLOCKED,18602,2,0,0.03,3,1,1,PERMANENT
NETBANKING,INVALID_ACCOUNT,26438,2,2,0.19,16,1,0,PERMANENT
NETBANKING,CARD_DECLINED,47574,1,3,0.09,12,0,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,17073,4,0,0.24,21,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,14680,1,3,0.26,13,0,1,RISK
NETBANKING,GATEWAY_TIMEOUT,29268,1,0,0.01,20,1,1,TRANSIENT
CARD,GATEWAY_TIMEOUT,49887,1,3,0.08,4,0,1,TRANSIENT
UPI,EXPIRED_CARD,32966,1,0,0.18,21,0,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,9804,2,1,0.28,9,0,1,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,34572,2,2,0.5,18,1,0,PERMANENT
UPI,NETWORK_ERROR,2656,3,3,0.31,3,0,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,16239,3,5,0.02,10,0,1,TRANSIENT
UPI,EXPIRED_CARD,42248,2,0,0.4,13,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,2782,4,4,0.13,4,0,0,RISK
UPI,NETWORK_ERROR,40867,3,5,0.47,7,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,49969,1,5,0.14,15,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,2486,2,0,0.32,21,0,0,RISK
CARD,EXPIRED_CARD,32718,1,5,0.5,14,0,0,PERMANENT
NETBANKING,BANK_TIMEOUT,40769,4,2,0.47,7,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,21278,3,3,0.39,18,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,48371,1,3,0.31,13,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,39928,4,0,0.19,23,0,1,RISK
CARD,FRAUD_SUSPECTED,15867,2,3,0.38,11,1,0,RISK
CARD,NETWORK_ERROR,9530,4,3,0.06,7,1,0,TRANSIENT
UPI,FRAUD_SUSPECTED,23543,2,5,0.02,8,0,1,RISK
NETBANKING,EXPIRED_CARD,40265,4,2,0.14,14,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,18580,2,1,0.37,8,0,0,RISK
UPI,FRAUD_SUSPECTED,18050,1,3,0.36,9,0,1,RISK
CARD,FRAUD_SUSPECTED,39444,1,2,0.27,10,1,1,RISK
UPI,NETWORK_ERROR,32801,4,0,0.09,5,1,1,TRANSIENT
UPI,BANK_TIMEOUT,14624,2,4,0.4,21,1,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,21212,2,4,0.2,1,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,12146,1,3,0.09,15,1,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,19894,1,3,0.24,5,0,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,25164,2,3,0.43,0,1,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,14219,1,1,0.3,16,0,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,10010,1,3,0.06,18,0,0,RISK
UPI,INSUFFICIENT_FUNDS,24588,2,3,0.31,2,0,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,12145,3,3,0.06,4,0,1,TRANSIENT
NETBANKING,INVALID_ACCOUNT,32358,1,4,0.37,11,1,0,PERMANENT
UPI,EXPIRED_CARD,130,3,2,0.37,6,0,0,PERMANENT
NETBANKING,NETWORK_ERROR,41225,4,3,0.46,17,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,29007,3,1,0.23,23,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,40357,1,0,0.34,15,1,1,RISK
UPI,INVALID_ACCOUNT,22683,2,5,0.24,13,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,36392,1,5,0.33,15,0,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,4023,2,1,0.13,21,0,1,TRANSIENT
UPI,ACCOUNT_BLOCKED,25421,4,5,0.22,10,0,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,31969,1,4,0.18,4,0,0,CUSTOMER_ACTION
